# started on Wed Jan 10 16:32:07 2018

#           time CPU                counts unit events
   129.419308534 CPU6           210,413,944      instructions              #    1.08  insn per cycle         
   129.419308534 CPU7           210,963,919      instructions              #    1.09  insn per cycle         
   129.419308534 CPU4                     0      page-faults                                                 
   129.419308534 CPU5                     0      page-faults                                                 
   129.419308534 CPU6                     0      page-faults                                                 
   129.419308534 CPU7                     0      page-faults                                                 
   129.419308534 CPU4               133,962      LLC-load-misses                                             
   129.419308534 CPU5               132,854      LLC-load-misses                                             
   129.419308534 CPU6               137,857      LLC-load-misses                                             
   129.419308534 CPU7               132,063      LLC-load-misses                                             
   129.419308534 CPU4               154,023      branch-misses             #    1.35% of all branches        
   129.419308534 CPU5               141,264      branch-misses             #    1.24% of all branches        
   129.419308534 CPU6               141,645      branch-misses             #    1.24% of all branches        
   129.419308534 CPU7               140,725      branch-misses             #    1.23% of all branches        
   129.419308534 CPU4            16,596,101      branches                                                    
   129.419308534 CPU5            16,662,532      branches                                                    
   129.419308534 CPU6            16,584,479      branches                                                    
   129.419308534 CPU7            16,621,799      branches                                                    
   129.620119756 CPU4           281,155,652      cycles                                                      
   129.620119756 CPU5           281,152,948      cycles                                                      
   129.620119756 CPU6           281,150,080      cycles                                                      
   129.620119756 CPU7           281,151,148      cycles                                                      
   129.620119756 CPU4           209,329,126      instructions              #    1.08  insn per cycle         
   129.620119756 CPU5           209,985,202      instructions              #    1.08  insn per cycle         
   129.620119756 CPU6           208,687,571      instructions              #    1.07  insn per cycle         
   129.620119756 CPU7           209,602,417      instructions              #    1.08  insn per cycle         
   129.620119756 CPU4                     0      page-faults                                                 
   129.620119756 CPU5                     0      page-faults                                                 
   129.620119756 CPU6                     0      page-faults                                                 
   129.620119756 CPU7                     0      page-faults                                                 
   129.620119756 CPU4               133,852      LLC-load-misses                                             
   129.620119756 CPU5               132,450      LLC-load-misses                                             
   129.620119756 CPU6               142,218      LLC-load-misses                                             
   129.620119756 CPU7               131,493      LLC-load-misses                                             
   129.620119756 CPU4               153,081      branch-misses             #    1.34% of all branches        
   129.620119756 CPU5               152,426      branch-misses             #    1.34% of all branches        
   129.620119756 CPU6               142,017      branch-misses             #    1.24% of all branches        
   129.620119756 CPU7               140,509      branch-misses             #    1.23% of all branches        
   129.620119756 CPU4            16,504,283      branches                                                    
   129.620119756 CPU5            16,569,635      branches                                                    
   129.620119756 CPU6            16,470,510      branches                                                    
   129.620119756 CPU7            16,513,216      branches                                                    
   129.820814980 CPU4           288,451,875      cycles                                                      
   129.820814980 CPU5           288,451,217      cycles                                                      
   129.820814980 CPU6           288,452,444      cycles                                                      
   129.820814980 CPU7           288,451,308      cycles                                                      
   129.820814980 CPU4           215,058,904      instructions              #    1.11  insn per cycle         
   129.820814980 CPU5           215,796,244      instructions              #    1.11  insn per cycle         
   129.820814980 CPU6           215,047,856      instructions              #    1.10  insn per cycle         
   129.820814980 CPU7           215,419,846      instructions              #    1.11  insn per cycle         
   129.820814980 CPU4                     0      page-faults                                                 
   129.820814980 CPU5                     0      page-faults                                                 
   129.820814980 CPU6                     0      page-faults                                                 
   129.820814980 CPU7                     0      page-faults                                                 
   129.820814980 CPU4               136,963      LLC-load-misses                                             
   129.820814980 CPU5               134,871      LLC-load-misses                                             
   129.820814980 CPU6               141,276      LLC-load-misses                                             
   129.820814980 CPU7               135,496      LLC-load-misses                                             
   129.820814980 CPU4               156,822      branch-misses             #    1.37% of all branches        
   129.820814980 CPU5               157,375      branch-misses             #    1.38% of all branches        
   129.820814980 CPU6               144,340      branch-misses             #    1.26% of all branches        
   129.820814980 CPU7               143,511      branch-misses             #    1.26% of all branches        
   129.820814980 CPU4            16,949,934      branches                                                    
   129.820814980 CPU5            17,017,110      branches                                                    
   129.820814980 CPU6            16,945,648      branches                                                    
   129.820814980 CPU7            16,969,845      branches                                                    
   130.021541328 CPU4           298,835,575      cycles                                                      
   130.021541328 CPU5           298,835,646      cycles                                                      
   130.021541328 CPU6           298,834,119      cycles                                                      
   130.021541328 CPU7           298,835,002      cycles                                                      
   130.021541328 CPU4           222,756,190      instructions              #    1.14  insn per cycle         
   130.021541328 CPU5           223,450,877      instructions              #    1.15  insn per cycle         
   130.021541328 CPU6           222,766,887      instructions              #    1.14  insn per cycle         
   130.021541328 CPU7           223,066,760      instructions              #    1.15  insn per cycle         
   130.021541328 CPU4                     0      page-faults                                                 
   130.021541328 CPU5                     0      page-faults                                                 
   130.021541328 CPU6                     0      page-faults                                                 
   130.021541328 CPU7                     0      page-faults                                                 
   130.021541328 CPU4               141,440      LLC-load-misses                                             
   130.021541328 CPU5               140,412      LLC-load-misses                                             
   130.021541328 CPU6               144,360      LLC-load-misses                                             
   130.021541328 CPU7               139,535      LLC-load-misses                                             
   130.021541328 CPU4               162,319      branch-misses             #    1.42% of all branches        
   130.021541328 CPU5               162,999      branch-misses             #    1.43% of all branches        
   130.021541328 CPU6               149,203      branch-misses             #    1.31% of all branches        
   130.021541328 CPU7               148,548      branch-misses             #    1.30% of all branches        
   130.021541328 CPU4            17,556,812      branches                                                    
   130.021541328 CPU5            17,615,692      branches                                                    
   130.021541328 CPU6            17,562,010      branches                                                    
   130.021541328 CPU7            17,572,640      branches                                                    
   130.222260759 CPU4           280,993,519      cycles                                                      
   130.222260759 CPU5           280,994,032      cycles                                                      
   130.222260759 CPU6           280,995,082      cycles                                                      
   130.222260759 CPU7           280,995,796      cycles                                                      
   130.222260759 CPU4           209,452,819      instructions              #    1.07  insn per cycle         
   130.222260759 CPU5           210,221,146      instructions              #    1.08  insn per cycle         
   130.222260759 CPU6           209,530,839      instructions              #    1.08  insn per cycle         
   130.222260759 CPU7           209,837,640      instructions              #    1.08  insn per cycle         
   130.222260759 CPU4                     0      page-faults                                                 
   130.222260759 CPU5                     0      page-faults                                                 
   130.222260759 CPU6                     0      page-faults                                                 
   130.222260759 CPU7                     0      page-faults                                                 
   130.222260759 CPU4               133,892      LLC-load-misses                                             
   130.222260759 CPU5               131,583      LLC-load-misses                                             
   130.222260759 CPU6               136,719      LLC-load-misses                                             
   130.222260759 CPU7               131,441      LLC-load-misses                                             
   130.222260759 CPU4               152,887      branch-misses             #    1.34% of all branches        
   130.222260759 CPU5               153,421      branch-misses             #    1.34% of all branches        
   130.222260759 CPU6               140,354      branch-misses             #    1.23% of all branches        
   130.222260759 CPU7               139,911      branch-misses             #    1.22% of all branches        
   130.222260759 CPU4            16,511,250      branches                                                    
   130.222260759 CPU5            16,586,382      branches                                                    
   130.222260759 CPU6            16,506,654      branches                                                    
   130.222260759 CPU7            16,539,720      branches                                                    
   130.422946232 CPU4           268,893,187      cycles                                                      
   130.422946232 CPU5           261,935,640      cycles                                                      
   130.422946232 CPU6           280,967,766      cycles                                                      
   130.422946232 CPU7           264,955,670      cycles                                                      
   130.422946232 CPU4           202,268,777      instructions              #    1.04  insn per cycle         
   130.422946232 CPU5           197,901,932      instructions              #    1.01  insn per cycle         
   130.422946232 CPU6           209,622,386      instructions              #    1.07  insn per cycle         
   130.422946232 CPU7           199,814,988      instructions              #    1.02  insn per cycle         
   130.422946232 CPU4                     0      page-faults                                                 
   130.422946232 CPU5                     0      page-faults                                                 
   130.422946232 CPU6                     0      page-faults                                                 
   130.422946232 CPU7                     0      page-faults                                                 
   130.422946232 CPU4               128,126      LLC-load-misses                                             
   130.422946232 CPU5               123,734      LLC-load-misses                                             
   130.422946232 CPU6               136,434      LLC-load-misses                                             
   130.422946232 CPU7               124,259      LLC-load-misses                                             
   130.422946232 CPU4               146,584      branch-misses             #    1.28% of all branches        
   130.422946232 CPU5               142,782      branch-misses             #    1.25% of all branches        
   130.422946232 CPU6               141,385      branch-misses             #    1.24% of all branches        
   130.422946232 CPU7               131,988      branch-misses             #    1.15% of all branches        
   130.422946232 CPU4            16,345,298      branches                                                    
   130.422946232 CPU5            15,996,766      branches                                                    
   130.422946232 CPU6            16,544,735      branches                                                    
   130.422946232 CPU7            16,132,298      branches                                                    
#           time CPU                counts unit events
   130.623714622 CPU4           292,008,536      cycles                                                      
   130.623714622 CPU5           292,013,409      cycles                                                      
   130.623714622 CPU6           292,008,080      cycles                                                      
   130.623714622 CPU7           292,013,306      cycles                                                      
   130.623714622 CPU4           218,033,622      instructions              #    1.12  insn per cycle         
   130.623714622 CPU5           217,525,220      instructions              #    1.11  insn per cycle         
   130.623714622 CPU6           216,872,002      instructions              #    1.11  insn per cycle         
   130.623714622 CPU7           217,770,300      instructions              #    1.12  insn per cycle         
   130.623714622 CPU4                     0      page-faults                                                 
   130.623714622 CPU5                     0      page-faults                                                 
   130.623714622 CPU6                     0      page-faults                                                 
   130.623714622 CPU7                     0      page-faults                                                 
   130.623714622 CPU4               137,252      LLC-load-misses                                             
   130.623714622 CPU5               136,266      LLC-load-misses                                             
   130.623714622 CPU6               145,013      LLC-load-misses                                             
   130.623714622 CPU7               136,646      LLC-load-misses                                             
   130.623714622 CPU4               159,469      branch-misses             #    1.39% of all branches        
   130.623714622 CPU5               159,347      branch-misses             #    1.39% of all branches        
   130.623714622 CPU6               146,310      branch-misses             #    1.28% of all branches        
   130.623714622 CPU7               145,325      branch-misses             #    1.27% of all branches        
   130.623714622 CPU4            17,189,804      branches                                                    
   130.623714622 CPU5            17,150,104      branches                                                    
   130.623714622 CPU6            17,094,105      branches                                                    
   130.623714622 CPU7            17,152,858      branches                                                    
   130.824375429 CPU4           295,277,802      cycles                                                      
   130.824375429 CPU5           295,275,909      cycles                                                      
   130.824375429 CPU6           295,274,458      cycles                                                      
   130.824375429 CPU7           295,272,905      cycles                                                      
   130.824375429 CPU4           220,795,252      instructions              #    1.13  insn per cycle         
   130.824375429 CPU5           216,098,555      instructions              #    1.11  insn per cycle         
   130.824375429 CPU6           219,940,640      instructions              #    1.13  insn per cycle         
   130.824375429 CPU7           220,700,602      instructions              #    1.13  insn per cycle         
   130.824375429 CPU4                     0      page-faults                                                 
   130.824375429 CPU5                     0      page-faults                                                 
   130.824375429 CPU6                     0      page-faults                                                 
   130.824375429 CPU7                     0      page-faults                                                 
   130.824375429 CPU4               141,247      LLC-load-misses                                             
   130.824375429 CPU5               137,557      LLC-load-misses                                             
   130.824375429 CPU6               143,647      LLC-load-misses                                             
   130.824375429 CPU7               138,014      LLC-load-misses                                             
   130.824375429 CPU4               161,594      branch-misses             #    1.41% of all branches        
   130.824375429 CPU5               186,979      branch-misses             #    1.63% of all branches        
   130.824375429 CPU6               147,057      branch-misses             #    1.28% of all branches        
   130.824375429 CPU7               146,841      branch-misses             #    1.28% of all branches        
   130.824375429 CPU4            17,405,460      branches                                                    
   130.824375429 CPU5            17,091,922      branches                                                    
   130.824375429 CPU6            17,320,723      branches                                                    
   130.824375429 CPU7            17,382,545      branches                                                    
   131.025179526 CPU4           281,040,199      cycles                                                      
   131.025179526 CPU5           281,042,532      cycles                                                      
   131.025179526 CPU6           281,044,897      cycles                                                      
   131.025179526 CPU7           281,051,589      cycles                                                      
   131.025179526 CPU4           209,988,459      instructions              #    1.07  insn per cycle         
   131.025179526 CPU5           208,755,306      instructions              #    1.07  insn per cycle         
   131.025179526 CPU6           209,174,603      instructions              #    1.07  insn per cycle         
   131.025179526 CPU7           209,791,194      instructions              #    1.07  insn per cycle         
   131.025179526 CPU4                     0      page-faults                                                 
   131.025179526 CPU5                     0      page-faults                                                 
   131.025179526 CPU6                     0      page-faults                                                 
   131.025179526 CPU7                     0      page-faults                                                 
   131.025179526 CPU4               133,180      LLC-load-misses                                             
   131.025179526 CPU5               131,232      LLC-load-misses                                             
   131.025179526 CPU6               138,789      LLC-load-misses                                             
   131.025179526 CPU7               131,701      LLC-load-misses                                             
   131.025179526 CPU4               153,475      branch-misses             #    1.34% of all branches        
   131.025179526 CPU5               198,694      branch-misses             #    1.73% of all branches        
   131.025179526 CPU6               140,497      branch-misses             #    1.22% of all branches        
   131.025179526 CPU7               139,884      branch-misses             #    1.22% of all branches        
   131.025179526 CPU4            16,566,229      branches                                                    
   131.025179526 CPU5            16,495,811      branches                                                    
   131.025179526 CPU6            16,485,256      branches                                                    
   131.025179526 CPU7            16,537,454      branches                                                    
   131.226054540 CPU4           281,250,300      cycles                                                      
   131.226054540 CPU5           281,249,507      cycles                                                      
   131.226054540 CPU6           281,246,404      cycles                                                      
   131.226054540 CPU7           281,248,271      cycles                                                      
   131.226054540 CPU4           207,721,741      instructions              #    1.06  insn per cycle         
   131.226054540 CPU5           207,346,110      instructions              #    1.06  insn per cycle         
   131.226054540 CPU6           207,081,244      instructions              #    1.06  insn per cycle         
   131.226054540 CPU7           207,586,579      instructions              #    1.06  insn per cycle         
   131.226054540 CPU4                     0      page-faults                                                 
   131.226054540 CPU5                     0      page-faults                                                 
   131.226054540 CPU6                     0      page-faults                                                 
   131.226054540 CPU7                     0      page-faults                                                 
   131.226054540 CPU4               131,905      LLC-load-misses                                             
   131.226054540 CPU5               130,155      LLC-load-misses                                             
   131.226054540 CPU6               136,635      LLC-load-misses                                             
   131.226054540 CPU7               130,916      LLC-load-misses                                             
   131.226054540 CPU4               151,196      branch-misses             #    1.32% of all branches        
   131.226054540 CPU5               155,334      branch-misses             #    1.35% of all branches        
   131.226054540 CPU6               138,597      branch-misses             #    1.21% of all branches        
   131.226054540 CPU7               137,952      branch-misses             #    1.20% of all branches        
   131.226054540 CPU4            16,383,996      branches                                                    
   131.226054540 CPU5            16,361,335      branches                                                    
   131.226054540 CPU6            16,331,343      branches                                                    
   131.226054540 CPU7            16,358,523      branches                                                    
   131.426778429 CPU4           281,058,291      cycles                                                      
   131.426778429 CPU5           281,053,736      cycles                                                      
   131.426778429 CPU6           281,052,640      cycles                                                      
   131.426778429 CPU7           281,052,473      cycles                                                      
   131.426778429 CPU4           210,304,503      instructions              #    1.07  insn per cycle         
   131.426778429 CPU5           209,899,125      instructions              #    1.07  insn per cycle         
   131.426778429 CPU6           209,642,271      instructions              #    1.07  insn per cycle         
   131.426778429 CPU7           210,171,051      instructions              #    1.07  insn per cycle         
   131.426778429 CPU4                     0      page-faults                                                 
   131.426778429 CPU5                     0      page-faults                                                 
   131.426778429 CPU6                     0      page-faults                                                 
   131.426778429 CPU7                     0      page-faults                                                 
   131.426778429 CPU4               134,621      LLC-load-misses                                             
   131.426778429 CPU5               131,032      LLC-load-misses                                             
   131.426778429 CPU6               135,961      LLC-load-misses                                             
   131.426778429 CPU7               131,465      LLC-load-misses                                             
   131.426778429 CPU4               153,484      branch-misses             #    1.34% of all branches        
   131.426778429 CPU5               157,629      branch-misses             #    1.37% of all branches        
   131.426778429 CPU6               140,279      branch-misses             #    1.22% of all branches        
   131.426778429 CPU7               139,937      branch-misses             #    1.22% of all branches        
   131.426778429 CPU4            16,589,833      branches                                                    
   131.426778429 CPU5            16,555,135      branches                                                    
   131.426778429 CPU6            16,510,105      branches                                                    
   131.426778429 CPU7            16,557,150      branches                                                    
   131.627566652 CPU4           289,641,525      cycles                                                      
   131.627566652 CPU5           289,641,348      cycles                                                      
   131.627566652 CPU6           289,643,036      cycles                                                      
   131.627566652 CPU7           289,642,410      cycles                                                      
   131.627566652 CPU4           216,625,264      instructions              #    1.11  insn per cycle         
   131.627566652 CPU5           216,034,932      instructions              #    1.10  insn per cycle         
   131.627566652 CPU6           215,573,417      instructions              #    1.10  insn per cycle         
   131.627566652 CPU7           216,335,593      instructions              #    1.10  insn per cycle         
   131.627566652 CPU4                     0      page-faults                                                 
   131.627566652 CPU5                     0      page-faults                                                 
   131.627566652 CPU6                     0      page-faults                                                 
   131.627566652 CPU7                     0      page-faults                                                 
   131.627566652 CPU4               136,766      LLC-load-misses                                             
   131.627566652 CPU5               135,413      LLC-load-misses                                             
   131.627566652 CPU6               143,424      LLC-load-misses                                             
   131.627566652 CPU7               135,674      LLC-load-misses                                             
   131.627566652 CPU4               158,121      branch-misses             #    1.38% of all branches        
   131.627566652 CPU5               162,317      branch-misses             #    1.41% of all branches        
   131.627566652 CPU6               144,702      branch-misses             #    1.26% of all branches        
   131.627566652 CPU7               144,069      branch-misses             #    1.25% of all branches        
   131.627566652 CPU4            17,092,676      branches                                                    
   131.627566652 CPU5            17,037,046      branches                                                    
   131.627566652 CPU6            16,986,268      branches                                                    
   131.627566652 CPU7            17,043,699      branches                                                    
   131.828264250 CPU4           297,742,255      cycles                                                      
   131.828264250 CPU5           297,741,025      cycles                                                      
   131.828264250 CPU6           297,740,550      cycles                                                      
   131.828264250 CPU7           297,739,968      cycles                                                      
   131.828264250 CPU4           222,792,250      instructions              #    1.14  insn per cycle         
   131.828264250 CPU5           222,252,689      instructions              #    1.13  insn per cycle         
   131.828264250 CPU6           221,928,439      instructions              #    1.13  insn per cycle         
   131.828264250 CPU7           222,445,048      instructions              #    1.13  insn per cycle         
   131.828264250 CPU4                     0      page-faults                                                 
   131.828264250 CPU5                     0      page-faults                                                 
   131.828264250 CPU6                     0      page-faults                                                 
   131.828264250 CPU7                     0      page-faults                                                 
   131.828264250 CPU4               139,887      LLC-load-misses                                             
   131.828264250 CPU5               139,121      LLC-load-misses                                             
   131.828264250 CPU6               145,553      LLC-load-misses                                             
   131.828264250 CPU7               139,278      LLC-load-misses                                             
   131.828264250 CPU4               162,225      branch-misses             #    1.41% of all branches        
   131.828264250 CPU5               166,914      branch-misses             #    1.45% of all branches        
   131.828264250 CPU6               148,155      branch-misses             #    1.29% of all branches        
   131.828264250 CPU7               147,968      branch-misses             #    1.29% of all branches        
   131.828264250 CPU4            17,561,928      branches                                                    
   131.828264250 CPU5            17,528,496      branches                                                    
   131.828264250 CPU6            17,478,264      branches                                                    
   131.828264250 CPU7            17,520,904      branches                                                    
   132.028901307 CPU4           270,513,311      cycles                                                      
   132.028901307 CPU5           280,896,601      cycles                                                      
   132.028901307 CPU6           279,241,393      cycles                                                      
   132.028901307 CPU7           272,270,536      cycles                                                      
   132.028901307 CPU4           204,271,913      instructions              #    1.04  insn per cycle         
   132.028901307 CPU5           209,644,942      instructions              #    1.07  insn per cycle         
   132.028901307 CPU6           210,280,080      instructions              #    1.07  insn per cycle         
   132.028901307 CPU7           205,117,257      instructions              #    1.05  insn per cycle         
   132.028901307 CPU4                     0      page-faults                                                 
   132.028901307 CPU5                     0      page-faults                                                 
   132.028901307 CPU6                     0      page-faults                                                 
   132.028901307 CPU7                     0      page-faults                                                 
   132.028901307 CPU4               130,111      LLC-load-misses                                             
   132.028901307 CPU5               132,429      LLC-load-misses                                             
   132.028901307 CPU6               134,982      LLC-load-misses                                             
   132.028901307 CPU7               126,972      LLC-load-misses                                             
   132.028901307 CPU4               138,187      branch-misses             #    1.20% of all branches        
   132.028901307 CPU5               158,965      branch-misses             #    1.38% of all branches        
   132.028901307 CPU6               139,432      branch-misses             #    1.21% of all branches        
   132.028901307 CPU7               135,097      branch-misses             #    1.17% of all branches        
   132.028901307 CPU4            16,487,021      branches                                                    
   132.028901307 CPU5            16,539,609      branches                                                    
   132.028901307 CPU6            16,961,392      branches                                                    
   132.028901307 CPU7            16,543,314      branches                                                    
   132.229600655 CPU4           280,953,505      cycles                                                      
   132.229600655 CPU5           280,955,623      cycles                                                      
   132.229600655 CPU6           280,953,244      cycles                                                      
   132.229600655 CPU7           280,954,856      cycles                                                      
   132.229600655 CPU4           210,155,600      instructions              #    1.07  insn per cycle         
   132.229600655 CPU5           209,451,811      instructions              #    1.07  insn per cycle         
   132.229600655 CPU6           209,156,471      instructions              #    1.07  insn per cycle         
   132.229600655 CPU7           209,584,308      instructions              #    1.07  insn per cycle         
   132.229600655 CPU4                     0      page-faults                                                 
   132.229600655 CPU5                     0      page-faults                                                 
   132.229600655 CPU6                     0      page-faults                                                 
   132.229600655 CPU7                     0      page-faults                                                 
   132.229600655 CPU4               133,100      LLC-load-misses                                             
   132.229600655 CPU5               131,408      LLC-load-misses                                             
   132.229600655 CPU6               139,299      LLC-load-misses                                             
   132.229600655 CPU7               131,494      LLC-load-misses                                             
   132.229600655 CPU4               140,435      branch-misses             #    1.22% of all branches        
   132.229600655 CPU5               157,578      branch-misses             #    1.37% of all branches        
   132.229600655 CPU6               140,554      branch-misses             #    1.22% of all branches        
   132.229600655 CPU7               139,748      branch-misses             #    1.21% of all branches        
   132.229600655 CPU4            16,562,474      branches                                                    
   132.229600655 CPU5            16,510,816      branches                                                    
   132.229600655 CPU6            16,492,454      branches                                                    
   132.229600655 CPU7            16,507,319      branches                                                    
   132.430327795 CPU4           292,623,980      cycles                                                      
   132.430327795 CPU5           292,623,447      cycles                                                      
   132.430327795 CPU6           292,624,221      cycles                                                      
   132.430327795 CPU7           292,626,133      cycles                                                      
   132.430327795 CPU4           219,084,305      instructions              #    1.12  insn per cycle         
   132.430327795 CPU5           218,131,709      instructions              #    1.11  insn per cycle         
   132.430327795 CPU6           218,174,511      instructions              #    1.11  insn per cycle         
   132.430327795 CPU7           218,533,499      instructions              #    1.11  insn per cycle         
   132.430327795 CPU4                     0      page-faults                                                 
   132.430327795 CPU5                     0      page-faults                                                 
   132.430327795 CPU6                     0      page-faults                                                 
   132.430327795 CPU7                     0      page-faults                                                 
   132.430327795 CPU4               138,072      LLC-load-misses                                             
   132.430327795 CPU5               137,128      LLC-load-misses                                             
   132.430327795 CPU6               142,974      LLC-load-misses                                             
   132.430327795 CPU7               137,162      LLC-load-misses                                             
   132.430327795 CPU4               145,970      branch-misses             #    1.27% of all branches        
   132.430327795 CPU5               163,884      branch-misses             #    1.42% of all branches        
   132.430327795 CPU6               146,139      branch-misses             #    1.27% of all branches        
   132.430327795 CPU7               145,554      branch-misses             #    1.26% of all branches        
   132.430327795 CPU4            17,262,469      branches                                                    
   132.430327795 CPU5            17,192,240      branches                                                    
   132.430327795 CPU6            17,192,155      branches                                                    
   132.430327795 CPU7            17,214,244      branches                                                    
   132.631090351 CPU4           294,638,251      cycles                                                      
   132.631090351 CPU5           294,641,522      cycles                                                      
   132.631090351 CPU6           294,637,099      cycles                                                      
   132.631090351 CPU7           294,642,087      cycles                                                      
   132.631090351 CPU4           220,271,546      instructions              #    1.12  insn per cycle         
   132.631090351 CPU5           219,522,786      instructions              #    1.12  insn per cycle         
   132.631090351 CPU6           219,383,859      instructions              #    1.12  insn per cycle         
   132.631090351 CPU7           219,871,929      instructions              #    1.12  insn per cycle         
   132.631090351 CPU4                     0      page-faults                                                 
   132.631090351 CPU5                     0      page-faults                                                 
   132.631090351 CPU6                     0      page-faults                                                 
   132.631090351 CPU7                     0      page-faults                                                 
   132.631090351 CPU4               141,127      LLC-load-misses                                             
   132.631090351 CPU5               137,978      LLC-load-misses                                             
   132.631090351 CPU6               146,486      LLC-load-misses                                             
   132.631090351 CPU7               137,337      LLC-load-misses                                             
   132.631090351 CPU4               147,379      branch-misses             #    1.28% of all branches        
   132.631090351 CPU5               165,216      branch-misses             #    1.43% of all branches        
   132.631090351 CPU6               147,312      branch-misses             #    1.28% of all branches        
   132.631090351 CPU7               146,675      branch-misses             #    1.27% of all branches        
   132.631090351 CPU4            17,363,354      branches                                                    
   132.631090351 CPU5            17,322,278      branches                                                    
   132.631090351 CPU6            17,290,762      branches                                                    
   132.631090351 CPU7            17,335,908      branches                                                    
   132.831862990 CPU4           281,192,968      cycles                                                      
   132.831862990 CPU5           281,190,497      cycles                                                      
   132.831862990 CPU6           281,188,817      cycles                                                      
   132.831862990 CPU7           281,186,209      cycles                                                      
   132.831862990 CPU4           210,583,940      instructions              #    1.07  insn per cycle         
   132.831862990 CPU5           209,321,197      instructions              #    1.06  insn per cycle         
   132.831862990 CPU6           209,753,784      instructions              #    1.07  insn per cycle         
